Lisa Petrides,https://scholar.google.com//citations?hl=en&user=t25l6tcAAAAJ,ISKME,2301,"['data use', 'information systems', 'knowledge collaboration', 'open education resources']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_use', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_collaboration', '/citations?hl=en&view_op=search_authors&mauthors=label:open_education_resources']"
Nirup Menon,https://scholar.google.com//citations?hl=en&user=WLcf5EIAAAAJ,George Mason University,2285,['Information systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Stan Karanasios,https://scholar.google.com//citations?hl=en&user=vEEd0ycAAAAJ,University of Queensland,2283,"['Digital transformation', 'Information systems', 'Activity theory', 'ICT for development']","['/citations?hl=en&view_op=search_authors&mauthors=label:digital_transformation', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:activity_theory', '/citations?hl=en&view_op=search_authors&mauthors=label:ict_for_development']"
Mario Caldeira,https://scholar.google.com//citations?hl=en&user=SW7Av9IAAAAJ,ISEG,2274,['information systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
"Patricio E. Ramírez Correa, Ph.D.",https://scholar.google.com//citations?hl=en&user=7B-fmIoAAAAJ,"Associate Professor, Universidad Católica del Norte (Chile)",2273,"['Information Systems', 'Management', 'Psychology', 'Technology Adoption']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:management', '/citations?hl=en&view_op=search_authors&mauthors=label:psychology', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_adoption']"
Gro Bjerknes,https://scholar.google.com//citations?hl=en&user=HbzgH10AAAAJ,"Faculty of IT, Monash University",2260,"['information systems', 'project management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:project_management']"
Michael J Bryant,https://scholar.google.com//citations?hl=en&user=LeRRo2gAAAAJ,,2256,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Kathy Ning Shen 申宁,https://scholar.google.com//citations?hl=en&user=2_gie9sAAAAJ,UAE University,2254,"['information systems', 'digital marketing and digital transformation']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_marketing_and_digital_transformation']"
"Daniel Capurro, MD, PhD",https://scholar.google.com//citations?hl=en&user=4P0zi4IAAAAJ,"Senior Lecturer in Digital Health - Computing and Information Systems, University of …",2248,"['Clinical Informatics', 'Information Systems', 'Health Informatics', 'Overdiagnosis', 'Process Mining']","['/citations?hl=en&view_op=search_authors&mauthors=label:clinical_informatics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:health_informatics', '/citations?hl=en&view_op=search_authors&mauthors=label:overdiagnosis', '/citations?hl=en&view_op=search_authors&mauthors=label:process_mining']"
Chen Ye,https://scholar.google.com//citations?hl=en&user=rIPMxOYAAAAJ,Purdue University Northwest,2240,"['Information Systems', '(formerly) Molecular Biology']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:formerly_molecular_biology']"
Steve Elliot,https://scholar.google.com//citations?hl=en&user=aUvgAIQAAAAJ,Professor of Business Information Systems University of Sydney,2240,"['Innovation', 'Strategy', 'Information Systems', 'Business', 'Environmental Sustainability']","['/citations?hl=en&view_op=search_authors&mauthors=label:innovation', '/citations?hl=en&view_op=search_authors&mauthors=label:strategy', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:business', '/citations?hl=en&view_op=search_authors&mauthors=label:environmental_sustainability']"
Gary F. Templeton,https://scholar.google.com//citations?hl=en&user=0dpg8SQAAAAJ,West Virginia University,2233,"['Information Systems', 'Organizational Learning', 'Scientometrics', 'IT Firms']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:organizational_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:scientometrics', '/citations?hl=en&view_op=search_authors&mauthors=label:it_firms']"
Paul Manuel,https://scholar.google.com//citations?hl=en&user=ip2nY0IAAAAJ,"Professor of Information Science, Kuwait University, Kuwait",2230,"['Graph theory', 'Cheminformatics', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:graph_theory', '/citations?hl=en&view_op=search_authors&mauthors=label:cheminformatics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Vincenzo Morabito,https://scholar.google.com//citations?hl=en&user=vvN4FKAAAAAJ,"Professor of management information systems, Bocconi University",2224,"['Information systems', 'organization design', 'organization', 'information technology', 'management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:organization_design', '/citations?hl=en&view_op=search_authors&mauthors=label:organization', '/citations?hl=en&view_op=search_authors&mauthors=label:information_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:management']"
Antoni Olivé,https://scholar.google.com//citations?hl=en&user=x1ILqTkAAAAJ,"Professor of Information Systems, Universitat Politècnica de Catalunya, BarcelonaTech",2213,"['Conceptual modeling', 'semantic web', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:conceptual_modeling', '/citations?hl=en&view_op=search_authors&mauthors=label:semantic_web', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Christos Emmanouilidis,https://scholar.google.com//citations?hl=en&user=FZRIusYAAAAJ,"Associate Professor, University of Groningen",2210,"['IoT', 'Analytics', 'Information Systems', 'Asset Lifecycle Management', 'Human in the Loop & Learning Tech']","['/citations?hl=en&view_op=search_authors&mauthors=label:iot', '/citations?hl=en&view_op=search_authors&mauthors=label:analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:asset_lifecycle_management', '/citations?hl=en&view_op=search_authors&mauthors=label:human_in_the_loop_%26_learning_tech']"
Keri Pearlson,https://scholar.google.com//citations?hl=en&user=Z2Qp_JMAAAAJ,"Executive Director and PI, MIT",2207,"['information systems', 'cybersecurity', 'organizational impacts of technology', 'strategic implications of information\xa0…']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:cybersecurity', '/citations?hl=en&view_op=search_authors&mauthors=label:organizational_impacts_of_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:strategic_implications_of_information_technology']"
Willie Golden,https://scholar.google.com//citations?hl=en&user=DVuolMgAAAAJ,National University of Ireland Galway,2198,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Michael Davern,https://scholar.google.com//citations?hl=en&user=UNCmOAgAAAAJ,"Professor of Accounting & Business Information Systems, The University of Melbourne",2198,"['Decision Making', 'Accounting', 'Analytics', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:decision_making', '/citations?hl=en&view_op=search_authors&mauthors=label:accounting', '/citations?hl=en&view_op=search_authors&mauthors=label:analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Robert Otondo,https://scholar.google.com//citations?hl=en&user=rLpUUWsAAAAJ,"Professor of Information Systems, Mississippi State University",2196,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
"Ahmad Kamil Mahmood, PhD",https://scholar.google.com//citations?hl=en&user=GlYoUysAAAAJ,"Universiti Teknologi PETRONAS, MALAYSIA",2195,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Joseph Washburn,https://scholar.google.com//citations?hl=en&user=VZWlHfMAAAAJ,Fulgent Genetics - CSI Laboratories,2193,['Information systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Nina Wacholder,https://scholar.google.com//citations?hl=en&user=rRdzOFAAAAAJ,"Library and Information Science, School of Communication and Information, Rutgers …",2184,"['NLP', 'corpus linguistics', 'organizing information', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:nlp', '/citations?hl=en&view_op=search_authors&mauthors=label:corpus_linguistics', '/citations?hl=en&view_op=search_authors&mauthors=label:organizing_information', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Umberto Nanni,https://scholar.google.com//citations?hl=en&user=aJKaghoAAAAJ,"Full Professor, University of Rome ""La Sapienza""",2181,"['ICT', 'Algorithms', 'e-learning', 'Translational Research', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:ict', '/citations?hl=en&view_op=search_authors&mauthors=label:algorithms', '/citations?hl=en&view_op=search_authors&mauthors=label:e_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:translational_research', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Erwin Fielt,https://scholar.google.com//citations?hl=en&user=6NAr5y0AAAAJ,Queensland University of Technology,2165,"['Business & IT', 'information systems', 'innovation', 'strategy', 'business models']","['/citations?hl=en&view_op=search_authors&mauthors=label:business_%26_it', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:innovation', '/citations?hl=en&view_op=search_authors&mauthors=label:strategy', '/citations?hl=en&view_op=search_authors&mauthors=label:business_models']"
Michael Smith,https://scholar.google.com//citations?hl=en&user=yMzG_IgAAAAJ,Georgia Institute of Technology,2164,"['information systems', 'pedagogy']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:pedagogy']"
Jochen De Weerdt,https://scholar.google.com//citations?hl=en&user=26i8eZMAAAAJ,KU Leuven,2154,"['Information Systems', 'Business Process Management', 'Process Mining', 'Data Mining']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:business_process_management', '/citations?hl=en&view_op=search_authors&mauthors=label:process_mining', '/citations?hl=en&view_op=search_authors&mauthors=label:data_mining']"
Dr. Mahmoud Maqableh,https://scholar.google.com//citations?hl=en&user=l96RkakAAAAJ,"Professor of Information Security, The University of Jordan",2153,"['Cybersecurity', 'Information Systems', 'Information Security', 'Watermarking', 'Technology Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:cybersecurity', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_security', '/citations?hl=en&view_op=search_authors&mauthors=label:watermarking', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_management']"
Surya Yadav,https://scholar.google.com//citations?hl=en&user=1xeLON0AAAAJ,"Professor of Information Systems, Texas Tech University",2148,"['Information Systems', 'System Security', 'Information Requirements']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:system_security', '/citations?hl=en&view_op=search_authors&mauthors=label:information_requirements']"
