Danijela Tešendić,https://scholar.google.com//citations?hl=en&user=bLnkdNsAAAAJ,"Assistant Professor of Computer Science, University of Novi Sad, Serbia",156,"['Computer networks', 'Information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:computer_networks', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Adrot Anouck,https://scholar.google.com//citations?hl=en&user=tKkZS9YAAAAJ,"Associate Professor in Management, Paris-Dauphine University PSL",156,"['Information Systems', 'Crisis response', 'emergency management', 'organizational emptiness']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:crisis_response', '/citations?hl=en&view_op=search_authors&mauthors=label:emergency_management', '/citations?hl=en&view_op=search_authors&mauthors=label:organizational_emptiness']"
Stewart Russell,https://scholar.google.com//citations?hl=en&user=2jFKgCQAAAAJ,"Adjunct Assistant Professor, The City College of New York /n Vi",156,"['Nanoparticle Transport in Heterogeneous\xa0…', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:nanoparticle_transport_in_heterogeneous_tissue', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Abram Kaufman Handler,https://scholar.google.com//citations?hl=en&user=X54hXOkAAAAJ,"University of Colorado, Boulder",156,"['natural language processing', 'human-computer interaction', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:natural_language_processing', '/citations?hl=en&view_op=search_authors&mauthors=label:human_computer_interaction', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
"Wichai Puarungroj, วิชัย พัวรุ่งโรจน์",https://scholar.google.com//citations?hl=en&user=a515i90AAAAJ,"Computer Science Department, Loei Rajabhat University",156,"['Pattern Recognition', 'Software Engineering', 'Machine Learning', 'Information Systems', 'WebGIS']","['/citations?hl=en&view_op=search_authors&mauthors=label:pattern_recognition', '/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:machine_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:webgis']"
Changmi Jung,https://scholar.google.com//citations?hl=en&user=2dqy_rcAAAAJ,Assistant Professor,155,"['Information Systems', 'Healthcare Informatics']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:healthcare_informatics']"
Thao Phuong Trinh,https://scholar.google.com//citations?hl=en&user=vCz5z4IAAAAJ,CQU,155,"['information systems', 'enterprise system', 'cloud computing', 'blockchain', 'supply chain sustainability']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:enterprise_system', '/citations?hl=en&view_op=search_authors&mauthors=label:cloud_computing', '/citations?hl=en&view_op=search_authors&mauthors=label:blockchain', '/citations?hl=en&view_op=search_authors&mauthors=label:supply_chain_sustainability']"
Abdullah Albizri,https://scholar.google.com//citations?hl=en&user=kja8KXgAAAAJ,Montclair State University,155,"['Information Systems', 'Machine Learning', 'Sustainability', 'Blockchain', 'cognitive analytics management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:machine_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:sustainability', '/citations?hl=en&view_op=search_authors&mauthors=label:blockchain', '/citations?hl=en&view_op=search_authors&mauthors=label:cognitive_analytics_management']"
Saso Josimovski,https://scholar.google.com//citations?hl=en&user=J9MTp6wAAAAJ,"Ss. Cyril and Methodius University in Skopje, Faculty of Economics-Skopje",155,"['E-business', 'Information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:e_business', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Yenni Djajalaksana,https://scholar.google.com//citations?hl=en&user=PZNcr48AAAAJ,"Faculty, Information Systems Program, Maranatha Christian University",154,"['E-Learning', 'College Teaching', 'Active Learning', 'Information Systems', 'Community College']","['/citations?hl=en&view_op=search_authors&mauthors=label:e_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:college_teaching', '/citations?hl=en&view_op=search_authors&mauthors=label:active_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:community_college']"
Patrizia Poščić,https://scholar.google.com//citations?hl=en&user=ozwzipcAAAAJ,"Full Professor of Information and Communication Science, University of Rijeka",154,"['Databases', 'Data Warehousing', 'Data modeling', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:databases', '/citations?hl=en&view_op=search_authors&mauthors=label:data_warehousing', '/citations?hl=en&view_op=search_authors&mauthors=label:data_modeling', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Mohammad S. Najjar,https://scholar.google.com//citations?hl=en&user=W6kkWtIAAAAJ,"Instructor, Department of Business Information and Technology, University of Memphis",154,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Dominik Morar,https://scholar.google.com//citations?hl=en&user=QREz9yEAAAAJ,University of Stuttgart,154,"['Information Systems', 'Additive Manufacturing', 'Business Intelligence', 'Digitale Transformation']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:additive_manufacturing', '/citations?hl=en&view_op=search_authors&mauthors=label:business_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:digitale_transformation']"
Jessica M Clark,https://scholar.google.com//citations?hl=en&user=rzapaSQAAAAJ,"Assistant Professor of Information Systems, University of Maryland Smith School of Business",154,"['Information Systems', 'Data Mining']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:data_mining']"
Adel Alyoubi,https://scholar.google.com//citations?hl=en&user=FJF_TmIAAAAJ,"Associate  Professor,  Department of Management Information Systems",154,"['knowledge management', 'information systems', 'information technology', 'computer science']","['/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:computer_science']"
Marek Matulewski,https://scholar.google.com//citations?hl=en&user=QZCxU0IAAAAJ,"assistant professor,",153,"['information systems', 'game tourism', 'city logistics', 'alternative energy sources']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:game_tourism', '/citations?hl=en&view_op=search_authors&mauthors=label:city_logistics', '/citations?hl=en&view_op=search_authors&mauthors=label:alternative_energy_sources']"
Yannick Loiseau,https://scholar.google.com//citations?hl=en&user=uJw5RZQAAAAJ,Université Clermont Auvergne,153,"['web services', 'software engineering', 'information systems', 'fuzzy logic']","['/citations?hl=en&view_op=search_authors&mauthors=label:web_services', '/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:fuzzy_logic']"
Miguel Gomes da Costa Junior,https://scholar.google.com//citations?hl=en&user=9vx2XykAAAAJ,Faculty of Science and Technology of the Universidade de Macau,153,"['Information Systems', 'Technology in Education', 'Active Learning']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_in_education', '/citations?hl=en&view_op=search_authors&mauthors=label:active_learning']"
Hai Thanh Nguyen,https://scholar.google.com//citations?hl=en&user=FcErccYAAAAJ,Can Tho Univeristy,153,"['Deep learning', 'Machine Learning', 'Metagenomics', 'Information Systems', 'Data Mining']","['/citations?hl=en&view_op=search_authors&mauthors=label:deep_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:machine_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:metagenomics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:data_mining']"
Louie Wong,https://scholar.google.com//citations?hl=en&user=COxD-f0AAAAJ,"Professor, NUCB Business School, Nagoya University of Commerce and Business, Japan",152,"['Digital Business', 'Information Systems', 'Knowledge Management', 'Social Media', 'Supply Chain Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:digital_business', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_management', '/citations?hl=en&view_op=search_authors&mauthors=label:social_media', '/citations?hl=en&view_op=search_authors&mauthors=label:supply_chain_management']"
Samuel Liyala,https://scholar.google.com//citations?hl=en&user=3pKKEcNPXVEC,"Senior Lecturer, Jaramogi Oginga Odinga University of Science and Technology",152,"['Development Economics', 'Social Digital Innovation', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:development_economics', '/citations?hl=en&view_op=search_authors&mauthors=label:social_digital_innovation', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Dr.Husam Yaseen - Associate Professor,https://scholar.google.com//citations?hl=en&user=tHkNjFcAAAAJ,Head of MIS and E-Business and Commerce Departments  Al Ahliyya Amman University,152,"['E-Commerce', 'Information Systems', 'Digital Marketing', 'Digital Business Transformation', 'UX']","['/citations?hl=en&view_op=search_authors&mauthors=label:e_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_marketing', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_business_transformation', '/citations?hl=en&view_op=search_authors&mauthors=label:ux']"
LOKNATH SAI AMBATI,https://scholar.google.com//citations?hl=en&user=RXNksSEAAAAJ,"Assistant Professor of Business Analytics, Indiana University, Kokomo",152,"['Information Systems', 'Social Media Analytics', 'Artificial Intelligence', 'Healthcare Informatics']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:social_media_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:artificial_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:healthcare_informatics']"
Zainudin Johari,https://scholar.google.com//citations?hl=en&user=dyCRwBIAAAAJ,FTMS College Malaysia,152,"['Information Systems', 'Online Business', 'Entrepreneurship', 'Computing']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:online_business', '/citations?hl=en&view_op=search_authors&mauthors=label:entrepreneurship', '/citations?hl=en&view_op=search_authors&mauthors=label:computing']"
Vikram Sadhya,https://scholar.google.com//citations?hl=en&user=XtQ-DbwAAAAJ,"Assistant Professor of IS, Louisiana State University, Shreveport",152,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Wen-Chang Pai,https://scholar.google.com//citations?hl=en&user=zK4Ql6wAAAAJ,"Soochow University, Taiwan",151,"['Information Systems', 'Data Science and Analysis']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:data_science_and_analysis']"
Dedi I Inan,https://scholar.google.com//citations?hl=en&user=NA2nQWMAAAAJ,PhD scholar at the University of Technology Sydney,150,"['Information Systems', 'Disaster Management', 'Agent-Based Analysis', 'Knowledge Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:disaster_management', '/citations?hl=en&view_op=search_authors&mauthors=label:agent_based_analysis', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_management']"
Dr. Shane Kazim Naqvi,https://scholar.google.com//citations?hl=en&user=noIvF9gAAAAJ,Jamia Millia Islamia,150,"['Information Systems', 'Big Data', 'Web Engineering', 'Wireless Networks']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:big_data', '/citations?hl=en&view_op=search_authors&mauthors=label:web_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:wireless_networks']"
Lee Schlenker,https://scholar.google.com//citations?hl=en&user=As56bqkAAAAJ,"EMLyon, ESC Pau",150,"['Management', 'e-learning', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:management', '/citations?hl=en&view_op=search_authors&mauthors=label:e_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Dr. Chandrakumar Thangavel,https://scholar.google.com//citations?hl=en&user=Yt8JfPgAAAAJ,"Assistant Professor of Thiagarajar College of Engineering, Madurai",150,"['Software Engineering', 'Information Systems', 'Computer Applications']","['/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:computer_applications']"
Lee Bergstrand,https://scholar.google.com//citations?hl=en&user=aTKPFvUAAAAJ,CEO Amplytica Inc.,150,"['Bioinformatics', 'Microbial Ecology', 'Cloud Computing', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:bioinformatics', '/citations?hl=en&view_op=search_authors&mauthors=label:microbial_ecology', '/citations?hl=en&view_op=search_authors&mauthors=label:cloud_computing', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Vanja Luković,https://scholar.google.com//citations?hl=en&user=ybMpfV4AAAAJ,Faculty of techical science Cacak,149,"['Information systems', 'Inteligent systems', 'Bioengineering', 'FPGA digital circutis designing', 'C and C# programming']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:inteligent_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:bioengineering', '/citations?hl=en&view_op=search_authors&mauthors=label:fpga_digital_circutis_designing', '/citations?hl=en&view_op=search_authors&mauthors=label:c_and_c%23_programming']"
Elta Sonalitha,https://scholar.google.com//citations?hl=en&user=UpAvwzQAAAAJ,University Of Merdeka Malang,149,"['Information Technology', 'Information Systems', 'Data Science']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:data_science']"
Yazan Alnsour,https://scholar.google.com//citations?hl=en&user=-mZoRV4AAAAJ,Assistant Professor of Information Systems,149,"['Information Systems', 'Business Analytics', 'Cybersecurity Analytics', 'Data Science', 'InfoSec & Privacy']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:business_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:cybersecurity_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:data_science', '/citations?hl=en&view_op=search_authors&mauthors=label:infosec_%26_privacy']"
SA AHSAN RAJON,https://scholar.google.com//citations?hl=en&user=cTNkyloAAAAJ,"Assistant Professor, Dept of Computer Science & ICT, Khulna Public College, Khulna …",148,"['Artificial Intelligence', 'Wireless Sensor Networks', 'Data Engineering and Management', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:artificial_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:wireless_sensor_networks', '/citations?hl=en&view_op=search_authors&mauthors=label:data_engineering_and_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Dr. Hassan Mahmoud Mohamed,https://scholar.google.com//citations?hl=en&user=OAitBHsAAAAJ,"Lecturer of Information systems, Faculty of Computers & Informatics, Benha University",148,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Ayesha Khanna,https://scholar.google.com//citations?hl=en&user=WgQ5CWQAAAAJ,"CEO, ADDO AI",148,"['Smart Cities', 'Information Systems', 'Information Infrastructures']","['/citations?hl=en&view_op=search_authors&mauthors=label:smart_cities', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_infrastructures']"
Marie Bia Figueiredo,https://scholar.google.com//citations?hl=en&user=UVpPhnIAAAAJ,Associate professor at Institut Mines Telecom Business School,148,['Information systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Rizki Muliono,https://scholar.google.com//citations?hl=en&user=RmdO3B8AAAAJ,Universitas Medan Area,148,"['Data mining', 'Artificial Intelligence', 'Softcomputing', 'Information Systems', 'Web Engineering']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_mining', '/citations?hl=en&view_op=search_authors&mauthors=label:artificial_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:softcomputing', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:web_engineering']"
Michael Wilson,https://scholar.google.com//citations?hl=en&user=rDOLoFMAAAAJ,Murdoch University,148,"['Criminology', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:criminology', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Dr   Petronilla Muthoni Muriithi,https://scholar.google.com//citations?hl=en&user=ars9wgoAAAAJ,Jomo Kenyatta University of Agriculture and Technology,147,"['ICTD', 'Information systems', 'Science and Technology policy']","['/citations?hl=en&view_op=search_authors&mauthors=label:ictd', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:science_and_technology_policy']"
Anel Tanovic,https://scholar.google.com//citations?hl=en&user=W85mMQ0AAAAJ,"Faculty of Electrical Engineering, University of Sarajevo",147,"['Information Systems', 'Management of Information Systems', 'Software Engineering']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:management_of_information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:software_engineering']"
Najma imtiaz,https://scholar.google.com//citations?hl=en&user=T0vizB0AAAAJ,University of Sindh,147,"['Business Informatics', 'E-commerce', 'Information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:business_informatics', '/citations?hl=en&view_op=search_authors&mauthors=label:e_commerce', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Orli Weiser,https://scholar.google.com//citations?hl=en&user=P5vXCJkAAAAJ,Ben-Gurion University of the Negev,147,"['Data Analytics competencies', 'Digital Learning', 'Technological innovations in learning and\xa0…', 'Information Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:data_analytics_competencies', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:technological_innovations_in_learning_and_teaching', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Maximilian Klöckner,https://scholar.google.com//citations?hl=en&user=4zayKycAAAAJ,ETH Zurich,147,"['supply chain management', 'operations management', 'financial management', 'information systems', 'digitalization']","['/citations?hl=en&view_op=search_authors&mauthors=label:supply_chain_management', '/citations?hl=en&view_op=search_authors&mauthors=label:operations_management', '/citations?hl=en&view_op=search_authors&mauthors=label:financial_management', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:digitalization']"
Phillip Alexander,https://scholar.google.com//citations?hl=en&user=rS-UCp4AAAAJ,"Clinical Research Coordinator, Vinogradov Schizophrenia Research Lab",146,"['Schizophrenia', 'Information Systems', 'Neuroscience']","['/citations?hl=en&view_op=search_authors&mauthors=label:schizophrenia', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:neuroscience']"
Kalinka Kaloyanova,https://scholar.google.com//citations?hl=en&user=-rwIkwUAAAAJ,"Sofia University ""St. Kliment Ohridski"", Faculty of Mathematics and Informatics, Department …",146,"['Database systems', 'Information systems', 'IT services']","['/citations?hl=en&view_op=search_authors&mauthors=label:database_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:it_services']"
Sladjan Babarogic,https://scholar.google.com//citations?hl=en&user=n1W00vQAAAAJ,"University of Belgrade, Faculty of Organizational Sciences, Professor",146,['Information systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Fredrik Söderström,https://scholar.google.com//citations?hl=en&user=yYVBTCYAAAAJ,"PhD Candidate, Information Systems, Linkoping university",146,"['information systems', 'e-government', 'public sector ICT', 'public sector innovation', 'actor network theory']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:e_government', '/citations?hl=en&view_op=search_authors&mauthors=label:public_sector_ict', '/citations?hl=en&view_op=search_authors&mauthors=label:public_sector_innovation', '/citations?hl=en&view_op=search_authors&mauthors=label:actor_network_theory']"
Paul Rohmeyer,https://scholar.google.com//citations?hl=en&user=QUvtqr4AAAAJ,"Associate Industry Professor, Stevens Institute of Technology",146,"['Information Systems', 'Cyber Security', 'Risk Management']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:cyber_security', '/citations?hl=en&view_op=search_authors&mauthors=label:risk_management']"
Chathurangika Kahandawaarachchi,https://scholar.google.com//citations?hl=en&user=r9lVebwAAAAJ,"Lecturer, Faculty of Computing, Sri Lanka Institute of Information Technology (SLIIT)",146,"['Information Systems', 'Enterprise Resource Planning', 'Knowledge Management', 'Health Informatics']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:enterprise_resource_planning', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_management', '/citations?hl=en&view_op=search_authors&mauthors=label:health_informatics']"
Dr Adel Alaraifi,https://scholar.google.com//citations?hl=en&user=CCBETYAAAAAJ,Imam Abdulrahman bin Faisal University,145,"['Risk Management', 'Corporate Governance', 'Sensor Applications', 'Information Systems', 'Green IT']","['/citations?hl=en&view_op=search_authors&mauthors=label:risk_management', '/citations?hl=en&view_op=search_authors&mauthors=label:corporate_governance', '/citations?hl=en&view_op=search_authors&mauthors=label:sensor_applications', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:green_it']"
Mauro Nunes,https://scholar.google.com//citations?hl=en&user=FkPsFagAAAAJ,"Professor of Information Systems, University Institute of Lisbon",145,"['Information Systems', 'Virtual Team performance', 'Trust Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:virtual_team_performance', '/citations?hl=en&view_op=search_authors&mauthors=label:trust_systems']"
Walter Uys,https://scholar.google.com//citations?hl=en&user=EzMFNx0AAAAJ,University of Cape Town,145,"['Information Systems', 'Mobile Learning', 'Technology enabled learning', 'Self-directed learning', 'Research-based learning']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:mobile_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:technology_enabled_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:self_directed_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:research_based_learning']"
İhsan Hakan Selvi,https://scholar.google.com//citations?hl=en&user=feTYNR4AAAAJ,Asistant Professor of Sakarya University,145,"['Information Systems', 'Iot', 'Multi Criteria Decison Making']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:iot', '/citations?hl=en&view_op=search_authors&mauthors=label:multi_criteria_decison_making']"
Ying Liu,https://scholar.google.com//citations?hl=en&user=y0Uprx0AAAAJ,California State University Long Beach,145,"['Information systems', 'business intelligence', 'software achitecture']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:business_intelligence', '/citations?hl=en&view_op=search_authors&mauthors=label:software_achitecture']"
Georgia D Katsifaraki,https://scholar.google.com//citations?hl=en&user=EJClRY4AAAAJ,University of Cyprus,145,"['Services', 'Management', 'Marketing', 'Information Systems', 'Data Science']","['/citations?hl=en&view_op=search_authors&mauthors=label:services', '/citations?hl=en&view_op=search_authors&mauthors=label:management', '/citations?hl=en&view_op=search_authors&mauthors=label:marketing', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:data_science']"
Marco Vicente,https://scholar.google.com//citations?hl=en&user=m9ODu90AAAAJ,Instituto Superior Técnico,144,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Cancan Wang,https://scholar.google.com//citations?hl=en&user=dbuKX0cAAAAJ,"Associate Professor, IT University of Copenhagen",144,"['digital transformation', 'IT governance', 'information systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:digital_transformation', '/citations?hl=en&view_op=search_authors&mauthors=label:it_governance', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']"
Tzu-Ling Huang,https://scholar.google.com//citations?hl=en&user=aXyp2XAAAAAJ,Chang Gung University,144,"['Information Systems', 'Nursing Management', 'Human–Computer Interaction']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:nursing_management', '/citations?hl=en&view_op=search_authors&mauthors=label:human_computer_interaction']"
Humza Naseer,https://scholar.google.com//citations?hl=en&user=pFyxNeMAAAAJ,RMIT University,144,"['Business Analytics', 'Information Systems', 'Cybersecurity', 'Incident Response', 'Digital Transformation']","['/citations?hl=en&view_op=search_authors&mauthors=label:business_analytics', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:cybersecurity', '/citations?hl=en&view_op=search_authors&mauthors=label:incident_response', '/citations?hl=en&view_op=search_authors&mauthors=label:digital_transformation']"
Dandan Qiao,https://scholar.google.com//citations?hl=en&user=2ESyqbEAAAAJ,National University of Singapore,144,['Information Systems'],['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems']
Franklyn Chukwunonso,https://scholar.google.com//citations?hl=en&user=qNOdsKUAAAAJ,Universiti Teknologi Malaysia,143,"['Information Systems', 'Information Communications Technology', 'E-Learning', 'Operations Research', 'Knowledge-Based Systems']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_communications_technology', '/citations?hl=en&view_op=search_authors&mauthors=label:e_learning', '/citations?hl=en&view_op=search_authors&mauthors=label:operations_research', '/citations?hl=en&view_op=search_authors&mauthors=label:knowledge_based_systems']"
Sabrina Schiele,https://scholar.google.com//citations?hl=en&user=jLIm160AAAAJ,Cologne,143,"['Information Systems', 'Emotions', 'Virtual Worlds']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:emotions', '/citations?hl=en&view_op=search_authors&mauthors=label:virtual_worlds']"
Mbarek CHARHAD,https://scholar.google.com//citations?hl=en&user=gPXeVUAAAAAJ,"Taibah University, KAS",143,"['information indexing and retrieval', 'information modeling', 'Information Systems', 'Information Technology']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_indexing_and_retrieval', '/citations?hl=en&view_op=search_authors&mauthors=label:information_modeling', '/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:information_technology']"
Snezana Savoska,https://scholar.google.com//citations?hl=en&user=xXh7bF0AAAAJ,"Professor of Information systems, St.Kliment Ohridski Bitola University, FICT Bitola",142,"['Information systems', 'Visualization', 'Visual data analysis', 'Big data analysis', 'e-Health']","['/citations?hl=en&view_op=search_authors&mauthors=label:information_systems', '/citations?hl=en&view_op=search_authors&mauthors=label:visualization', '/citations?hl=en&view_op=search_authors&mauthors=label:visual_data_analysis', '/citations?hl=en&view_op=search_authors&mauthors=label:big_data_analysis', '/citations?hl=en&view_op=search_authors&mauthors=label:e_health']"
